Season,Matchday,Team,Rank
2021,1,Atletico Madrid,1
2021,1,Barcelona,2
2021,1,Real Madrid,3
2021,1,Sevilla,4
2021,1,Valencia,5
2021,1,Athletic Club,6
2021,1,Cadiz,7
2021,1,Elche,8
2021,1,Espanyol,9
2021,1,Granada CF,10
2021,1,Levante,11
2021,1,Mallorca,12
2021,1,Osasuna,13
2021,1,Real Betis,14
2021,1,Villarreal,15
2021,1,Alaves,16
2021,1,Celta Vigo,17
2021,1,Getafe,18
2021,1,Rayo Vallecano,19
2021,1,Real Sociedad,20
2021,2,Atletico Madrid,1
2021,2,Sevilla,2
2021,2,Barcelona,3
2021,2,Mallorca,4
2021,2,Real Madrid,5
2021,2,Valencia,6
2021,2,Real Sociedad,7
2021,2,Athletic Club,8
2021,2,Cadiz,9
2021,2,Espanyol,10
2021,2,Granada CF,11
2021,2,Levante,12
2021,2,Osasuna,13
2021,2,Real Betis,14
2021,2,Villarreal,15
2021,2,Celta Vigo,16
2021,2,Elche,17
2021,2,Alaves,18
2021,2,Getafe,19
2021,2,Rayo Vallecano,20
2021,3,Atletico Madrid,1
2021,3,Barcelona,2
2021,3,Mallorca,3
2021,3,Real Madrid,4
2021,3,Sevilla,5
2021,3,Valencia,6
2021,3,Real Sociedad,7
2021,3,Athletic Club,8
2021,3,Osasuna,9
2021,3,Rayo Vallecano,10
2021,3,Villarreal,11
2021,3,Cadiz,12
2021,3,Elche,13
2021,3,Espanyol,14
2021,3,Granada CF,15
2021,3,Levante,16
2021,3,Real Betis,17
2021,3,Celta Vigo,18
2021,3,Alaves,19
2021,3,Getafe,20
2021,4,Atletico Madrid,1
2021,4,Real Madrid,2
2021,4,Valencia,3
2021,4,Real Sociedad,4
2021,4,Athletic Club,5
2021,4,Barcelona,6
2021,4,Sevilla,7
2021,4,Mallorca,8
2021,4,Villarreal,9
2021,4,Elche,10
2021,4,Osasuna,11
2021,4,Real Betis,12
2021,4,Rayo Vallecano,13
2021,4,Levante,14
2021,4,Cadiz,15
2021,4,Espanyol,16
2021,4,Granada CF,17
2021,4,Celta Vigo,18
2021,4,Alaves,19
2021,4,Getafe,20
2021,5,Real Madrid,1
2021,5,Atletico Madrid,2
2021,5,Real Sociedad,3
2021,5,Valencia,4
2021,5,Athletic Club,5
2021,5,Barcelona,6
2021,5,Sevilla,7
2021,5,Mallorca,8
2021,5,Osasuna,9
2021,5,Rayo Vallecano,10
2021,5,Villarreal,11
2021,5,Elche,12
2021,5,Real Betis,13
2021,5,Cadiz,14
2021,5,Levante,15
2021,5,Espanyol,16
2021,5,Granada CF,17
2021,5,Celta Vigo,18
2021,5,Alaves,19
2021,5,Getafe,20
2021,6,Real Madrid,1
2021,6,Atletico Madrid,2
2021,6,Real Sociedad,3
2021,6,Sevilla,4
2021,6,Barcelona,5
2021,6,Rayo Vallecano,6
2021,6,Valencia,7
2021,6,Villarreal,8
2021,6,Athletic Club,9
2021,6,Real Betis,10
2021,6,Mallorca,11
2021,6,Osasuna,12
2021,6,Cadiz,13
2021,6,Elche,14
2021,6,Espanyol,15
2021,6,Celta Vigo,16
2021,6,Levante,17
2021,6,Granada CF,18
2021,6,Alaves,19
2021,6,Getafe,20
2021,7,Real Madrid,1
2021,7,Real Sociedad,2
2021,7,Sevilla,3
2021,7,Atletico Madrid,4
2021,7,Barcelona,5
2021,7,Rayo Vallecano,6
2021,7,Real Betis,7
2021,7,Osasuna,8
2021,7,Valencia,9
2021,7,Villarreal,10
2021,7,Athletic Club,11
2021,7,Mallorca,12
2021,7,Celta Vigo,13
2021,7,Cadiz,14
2021,7,Elche,15
2021,7,Espanyol,16
2021,7,Levante,17
2021,7,Alaves,18
2021,7,Granada CF,19
2021,7,Getafe,20
2021,8,Atletico Madrid,1
2021,8,Real Madrid,2
2021,8,Real Sociedad,3
2021,8,Sevilla,4
2021,8,Osasuna,5
2021,8,Villarreal,6
2021,8,Athletic Club,7
2021,8,Barcelona,8
2021,8,Rayo Vallecano,9
2021,8,Real Betis,10
2021,8,Valencia,11
2021,8,Mallorca,12
2021,8,Elche,13
2021,8,Espanyol,14
2021,8,Cadiz,15
2021,8,Celta Vigo,16
2021,8,Granada CF,17
2021,8,Levante,18
2021,8,Alaves,19
2021,8,Getafe,20
2021,9,Real Madrid,1
2021,9,Real Sociedad,2
2021,9,Sevilla,3
2021,9,Atletico Madrid,4
2021,9,Osasuna,5
2021,9,Barcelona,6
2021,9,Rayo Vallecano,7
2021,9,Real Betis,8
2021,9,Villarreal,9
2021,9,Athletic Club,10
2021,9,Espanyol,11
2021,9,Valencia,12
2021,9,Mallorca,13
2021,9,Elche,14
2021,9,Granada CF,15
2021,9,Cadiz,16
2021,9,Celta Vigo,17
2021,9,Levante,18
2021,9,Alaves,19
2021,9,Getafe,20
2021,10,Real Madrid,1
2021,10,Real Sociedad,2
2021,10,Sevilla,3
2021,10,Atletico Madrid,4
2021,10,Osasuna,5
2021,10,Real Betis,6
2021,10,Athletic Club,7
2021,10,Barcelona,8
2021,10,Rayo Vallecano,9
2021,10,Villarreal,10
2021,10,Espanyol,11
2021,10,Valencia,12
2021,10,Mallorca,13
2021,10,Celta Vigo,14
2021,10,Elche,15
2021,10,Granada CF,16
2021,10,Cadiz,17
2021,10,Alaves,18
2021,10,Levante,19
2021,10,Getafe,20
2021,11,Real Madrid,1
2021,11,Real Sociedad,2
2021,11,Sevilla,3
2021,11,Real Betis,4
2021,11,Atletico Madrid,5
2021,11,Osasuna,6
2021,11,Rayo Vallecano,7
2021,11,Athletic Club,8
2021,11,Barcelona,9
2021,11,Villarreal,10
2021,11,Espanyol,11
2021,11,Mallorca,12
2021,11,Valencia,13
2021,11,Granada CF,14
2021,11,Celta Vigo,15
2021,11,Elche,16
2021,11,Alaves,17
2021,11,Cadiz,18
2021,11,Levante,19
2021,11,Getafe,20
2021,12,Real Madrid,1
2021,12,Real Sociedad,2
2021,12,Sevilla,3
2021,12,Atletico Madrid,4
2021,12,Real Betis,5
2021,12,Rayo Vallecano,6
2021,12,Osasuna,7
2021,12,Athletic Club,8
2021,12,Barcelona,9
2021,12,Valencia,10
2021,12,Villarreal,11
2021,12,Espanyol,12
2021,12,Granada CF,13
2021,12,Mallorca,14
2021,12,Celta Vigo,15
2021,12,Alaves,16
2021,12,Elche,17
2021,12,Cadiz,18
2021,12,Getafe,19
2021,12,Levante,20
2021,13,Real Madrid,1
2021,13,Real Sociedad,2
2021,13,Sevilla,3
2021,13,Atletico Madrid,4
2021,13,Real Betis,5
2021,13,Rayo Vallecano,6
2021,13,Osasuna,7
2021,13,Athletic Club,8
2021,13,Barcelona,9
2021,13,Villarreal,10
2021,13,Espanyol,11
2021,13,Valencia,12
2021,13,Mallorca,13
2021,13,Granada CF,14
2021,13,Alaves,15
2021,13,Cadiz,16
2021,13,Celta Vigo,17
2021,13,Elche,18
2021,13,Getafe,19
2021,13,Levante,20
2021,14,Real Madrid,1
2021,14,Real Sociedad,2
2021,14,Sevilla,3
2021,14,Atletico Madrid,4
2021,14,Real Betis,5
2021,14,Rayo Vallecano,6
2021,14,Barcelona,7
2021,14,Athletic Club,8
2021,14,Osasuna,9
2021,14,Villarreal,10
2021,14,Valencia,11
2021,14,Espanyol,12
2021,14,Mallorca,13
2021,14,Alaves,14
2021,14,Granada CF,15
2021,14,Celta Vigo,16
2021,14,Cadiz,17
2021,14,Elche,18
2021,14,Getafe,19
2021,14,Levante,20
2021,15,Real Madrid,1
2021,15,Atletico Madrid,2
2021,15,Real Sociedad,3
2021,15,Sevilla,4
2021,15,Real Betis,5
2021,15,Barcelona,6
2021,15,Rayo Vallecano,7
2021,15,Athletic Club,8
2021,15,Espanyol,9
2021,15,Osasuna,10
2021,15,Valencia,11
2021,15,Villarreal,12
2021,15,Celta Vigo,13
2021,15,Mallorca,14
2021,15,Granada CF,15
2021,15,Alaves,16
2021,15,Cadiz,17
2021,15,Elche,18
2021,15,Getafe,19
2021,15,Levante,20
2021,16,Real Madrid,1
2021,16,Sevilla,2
2021,16,Real Betis,3
2021,16,Atletico Madrid,4
2021,16,Real Sociedad,5
2021,16,Rayo Vallecano,6
2021,16,Barcelona,7
2021,16,Valencia,8
2021,16,Athletic Club,9
2021,16,Osasuna,10
2021,16,Espanyol,11
2021,16,Mallorca,12
2021,16,Villarreal,13
2021,16,Granada CF,14
2021,16,Celta Vigo,15
2021,16,Elche,16
2021,16,Alaves,17
2021,16,Cadiz,18
2021,16,Getafe,19
2021,16,Levante,20
2021,17,Real Madrid,1
2021,17,Sevilla,2
2021,17,Real Betis,3
2021,17,Atletico Madrid,4
2021,17,Real Sociedad,5
2021,17,Rayo Vallecano,6
2021,17,Barcelona,7
2021,17,Valencia,8
2021,17,Espanyol,9
2021,17,Osasuna,10
2021,17,Villarreal,11
2021,17,Athletic Club,12
2021,17,Mallorca,13
2021,17,Granada CF,14
2021,17,Celta Vigo,15
2021,17,Alaves,16
2021,17,Elche,17
2021,17,Cadiz,18
2021,17,Getafe,19
2021,17,Levante,20
2021,18,Real Madrid,1
2021,18,Sevilla,2
2021,18,Real Betis,3
2021,18,Rayo Vallecano,4
2021,18,Atletico Madrid,5
2021,18,Real Sociedad,6
2021,18,Barcelona,7
2021,18,Valencia,8
2021,18,Villarreal,9
2021,18,Athletic Club,10
2021,18,Espanyol,11
2021,18,Granada CF,12
2021,18,Osasuna,13
2021,18,Celta Vigo,14
2021,18,Mallorca,15
2021,18,Alaves,16
2021,18,Elche,17
2021,18,Getafe,18
2021,18,Cadiz,19
2021,18,Levante,20
2021,19,Real Madrid,1
2021,19,Sevilla,2
2021,19,Real Betis,3
2021,19,Atletico Madrid,4
2021,19,Barcelona,5
2021,19,Rayo Vallecano,6
2021,19,Real Sociedad,7
2021,19,Valencia,8
2021,19,Villarreal,9
2021,19,Athletic Club,10
2021,19,Espanyol,11
2021,19,Celta Vigo,12
2021,19,Granada CF,13
2021,19,Osasuna,14
2021,19,Mallorca,15
2021,19,Getafe,16
2021,19,Alaves,17
2021,19,Elche,18
2021,19,Cadiz,19
2021,19,Levante,20
2021,20,Real Madrid,1
2021,20,Sevilla,2
2021,20,Real Betis,3
2021,20,Atletico Madrid,4
2021,20,Real Sociedad,5
2021,20,Barcelona,6
2021,20,Rayo Vallecano,7
2021,20,Villarreal,8
2021,20,Athletic Club,9
2021,20,Valencia,10
2021,20,Espanyol,11
2021,20,Osasuna,12
2021,20,Granada CF,13
2021,20,Celta Vigo,14
2021,20,Mallorca,15
2021,20,Elche,16
2021,20,Getafe,17
2021,20,Alaves,18
2021,20,Cadiz,19
2021,20,Levante,20
2021,21,Real Madrid,1
2021,21,Sevilla,2
2021,21,Real Betis,3
2021,21,Real Sociedad,4
2021,21,Rayo Vallecano,5
2021,21,Atletico Madrid,6
2021,21,Barcelona,7
2021,21,Valencia,8
2021,21,Villarreal,9
2021,21,Athletic Club,10
2021,21,Espanyol,11
2021,21,Celta Vigo,12
2021,21,Osasuna,13
2021,21,Granada CF,14
2021,21,Elche,15
2021,21,Getafe,16
2021,21,Mallorca,17
2021,21,Alaves,18
2021,21,Cadiz,19
2021,21,Levante,20
2021,22,Real Madrid,1
2021,22,Sevilla,2
2021,22,Real Betis,3
2021,22,Real Sociedad,4
2021,22,Atletico Madrid,5
2021,22,Barcelona,6
2021,22,Rayo Vallecano,7
2021,22,Villarreal,8
2021,22,Athletic Club,9
2021,22,Valencia,10
2021,22,Osasuna,11
2021,22,Celta Vigo,12
2021,22,Espanyol,13
2021,22,Granada CF,14
2021,22,Elche,15
2021,22,Getafe,16
2021,22,Mallorca,17
2021,22,Cadiz,18
2021,22,Alaves,19
2021,22,Levante,20
2021,23,Real Madrid,1
2021,23,Sevilla,2
2021,23,Real Betis,3
2021,23,Barcelona,4
2021,23,Real Sociedad,5
2021,23,Atletico Madrid,6
2021,23,Villarreal,7
2021,23,Athletic Club,8
2021,23,Rayo Vallecano,9
2021,23,Celta Vigo,10
2021,23,Valencia,11
2021,23,Osasuna,12
2021,23,Espanyol,13
2021,23,Elche,14
2021,23,Getafe,15
2021,23,Granada CF,16
2021,23,Mallorca,17
2021,23,Cadiz,18
2021,23,Alaves,19
2021,23,Levante,20
2021,24,Real Madrid,1
2021,24,Sevilla,2
2021,24,Real Betis,3
2021,24,Real Sociedad,4
2021,24,Atletico Madrid,5
2021,24,Barcelona,6
2021,24,Villarreal,7
2021,24,Athletic Club,8
2021,24,Rayo Vallecano,9
2021,24,Osasuna,10
2021,24,Celta Vigo,11
2021,24,Valencia,12
2021,24,Espanyol,13
2021,24,Elche,14
2021,24,Mallorca,15
2021,24,Getafe,16
2021,24,Granada CF,17
2021,24,Alaves,18
2021,24,Cadiz,19
2021,24,Levante,20
2021,25,Real Madrid,1
2021,25,Sevilla,2
2021,25,Real Betis,3
2021,25,Atletico Madrid,4
2021,25,Barcelona,5
2021,25,Real Sociedad,6
2021,25,Villarreal,7
2021,25,Athletic Club,8
2021,25,Rayo Vallecano,9
2021,25,Celta Vigo,10
2021,25,Osasuna,11
2021,25,Valencia,12
2021,25,Elche,13
2021,25,Espanyol,14
2021,25,Getafe,15
2021,25,Mallorca,16
2021,25,Granada CF,17
2021,25,Alaves,18
2021,25,Cadiz,19
2021,25,Levante,20
2021,26,Real Madrid,1
2021,26,Sevilla,2
2021,26,Real Betis,3
2021,26,Atletico Madrid,4
2021,26,Barcelona,5
2021,26,Real Sociedad,6
2021,26,Villarreal,7
2021,26,Athletic Club,8
2021,26,Rayo Vallecano,9
2021,26,Valencia,10
2021,26,Celta Vigo,11
2021,26,Osasuna,12
2021,26,Elche,13
2021,26,Espanyol,14
2021,26,Getafe,15
2021,26,Mallorca,16
2021,26,Granada CF,17
2021,26,Alaves,18
2021,26,Cadiz,19
2021,26,Levante,20
2021,27,Real Madrid,1
2021,27,Sevilla,2
2021,27,Atletico Madrid,3
2021,27,Barcelona,4
2021,27,Real Betis,5
2021,27,Real Sociedad,6
2021,27,Villarreal,7
2021,27,Athletic Club,8
2021,27,Valencia,9
2021,27,Celta Vigo,10
2021,27,Osasuna,11
2021,27,Rayo Vallecano,12
2021,27,Espanyol,13
2021,27,Elche,14
2021,27,Getafe,15
2021,27,Mallorca,16
2021,27,Granada CF,17
2021,27,Cadiz,18
2021,27,Alaves,19
2021,27,Levante,20
2021,28,Real Madrid,1
2021,28,Sevilla,2
2021,28,Atletico Madrid,3
2021,28,Barcelona,4
2021,28,Real Betis,5
2021,28,Real Sociedad,6
2021,28,Villarreal,7
2021,28,Athletic Club,8
2021,28,Valencia,9
2021,28,Celta Vigo,10
2021,28,Osasuna,11
2021,28,Rayo Vallecano,12
2021,28,Espanyol,13
2021,28,Elche,14
2021,28,Getafe,15
2021,28,Mallorca,16
2021,28,Granada CF,17
2021,28,Cadiz,18
2021,28,Alaves,19
2021,28,Levante,20
2021,29,Real Madrid,1
2021,29,Sevilla,2
2021,29,Atletico Madrid,3
2021,29,Barcelona,4
2021,29,Real Betis,5
2021,29,Real Sociedad,6
2021,29,Villarreal,7
2021,29,Athletic Club,8
2021,29,Valencia,9
2021,29,Osasuna,10
2021,29,Celta Vigo,11
2021,29,Espanyol,12
2021,29,Rayo Vallecano,13
2021,29,Elche,14
2021,29,Getafe,15
2021,29,Granada CF,16
2021,29,Cadiz,17
2021,29,Mallorca,18
2021,29,Alaves,19
2021,29,Levante,20
2021,30,Real Madrid,1
2021,30,Atletico Madrid,2
2021,30,Barcelona,3
2021,30,Sevilla,4
2021,30,Real Betis,5
2021,30,Real Sociedad,6
2021,30,Villarreal,7
2021,30,Athletic Club,8
2021,30,Valencia,9
2021,30,Osasuna,10
2021,30,Celta Vigo,11
2021,30,Espanyol,12
2021,30,Rayo Vallecano,13
2021,30,Elche,14
2021,30,Getafe,15
2021,30,Granada CF,16
2021,30,Cadiz,17
2021,30,Mallorca,18
2021,30,Alaves,19
2021,30,Levante,20
2021,31,Real Madrid,1
2021,31,Barcelona,2
2021,31,Sevilla,3
2021,31,Atletico Madrid,4
2021,31,Real Betis,5
2021,31,Real Sociedad,6
2021,31,Villarreal,7
2021,31,Athletic Club,8
2021,31,Valencia,9
2021,31,Osasuna,10
2021,31,Espanyol,11
2021,31,Rayo Vallecano,12
2021,31,Celta Vigo,13
2021,31,Elche,14
2021,31,Getafe,15
2021,31,Granada CF,16
2021,31,Mallorca,17
2021,31,Cadiz,18
2021,31,Alaves,19
2021,31,Levante,20
2021,32,Real Madrid,1
2021,32,Atletico Madrid,2
2021,32,Barcelona,3
2021,32,Sevilla,4
2021,32,Real Betis,5
2021,32,Real Sociedad,6
2021,32,Villarreal,7
2021,32,Athletic Club,8
2021,32,Osasuna,9
2021,32,Valencia,10
2021,32,Celta Vigo,11
2021,32,Espanyol,12
2021,32,Rayo Vallecano,13
2021,32,Elche,14
2021,32,Getafe,15
2021,32,Cadiz,16
2021,32,Granada CF,17
2021,32,Mallorca,18
2021,32,Alaves,19
2021,32,Levante,20
2021,33,Real Madrid,1
2021,33,Barcelona,2
2021,33,Sevilla,3
2021,33,Atletico Madrid,4
2021,33,Real Betis,5
2021,33,Real Sociedad,6
2021,33,Villarreal,7
2021,33,Athletic Club,8
2021,33,Osasuna,9
2021,33,Valencia,10
2021,33,Rayo Vallecano,11
2021,33,Celta Vigo,12
2021,33,Espanyol,13
2021,33,Elche,14
2021,33,Getafe,15
2021,33,Mallorca,16
2021,33,Cadiz,17
2021,33,Granada CF,18
2021,33,Alaves,19
2021,33,Levante,20
2021,34,Real Madrid,1
2021,34,Barcelona,2
2021,34,Sevilla,3
2021,34,Atletico Madrid,4
2021,34,Real Betis,5
2021,34,Real Sociedad,6
2021,34,Villarreal,7
2021,34,Athletic Club,8
2021,34,Osasuna,9
2021,34,Valencia,10
2021,34,Rayo Vallecano,11
2021,34,Celta Vigo,12
2021,34,Elche,13
2021,34,Espanyol,14
2021,34,Getafe,15
2021,34,Cadiz,16
2021,34,Mallorca,17
2021,34,Granada CF,18
2021,34,Alaves,19
2021,34,Levante,20
2021,35,Real Madrid,1
2021,35,Barcelona,2
2021,35,Sevilla,3
2021,35,Atletico Madrid,4
2021,35,Real Betis,5
2021,35,Real Sociedad,6
2021,35,Villarreal,7
2021,35,Athletic Club,8
2021,35,Osasuna,9
2021,35,Valencia,10
2021,35,Celta Vigo,11
2021,35,Rayo Vallecano,12
2021,35,Espanyol,13
2021,35,Elche,14
2021,35,Getafe,15
2021,35,Cadiz,16
2021,35,Granada CF,17
2021,35,Mallorca,18
2021,35,Levante,19
2021,35,Alaves,20
2021,36,Real Madrid,1
2021,36,Barcelona,2
2021,36,Atletico Madrid,3
2021,36,Sevilla,4
2021,36,Real Betis,5
2021,36,Real Sociedad,6
2021,36,Villarreal,7
2021,36,Athletic Club,8
2021,36,Osasuna,9
2021,36,Valencia,10
2021,36,Celta Vigo,11
2021,36,Rayo Vallecano,12
2021,36,Espanyol,13
2021,36,Elche,14
2021,36,Getafe,15
2021,36,Granada CF,16
2021,36,Cadiz,17
2021,36,Mallorca,18
2021,36,Alaves,19
2021,36,Levante,20
2021,37,Real Madrid,1
2021,37,Barcelona,2
2021,37,Atletico Madrid,3
2021,37,Sevilla,4
2021,37,Real Betis,5
2021,37,Real Sociedad,6
2021,37,Villarreal,7
2021,37,Athletic Club,8
2021,37,Osasuna,9
2021,37,Celta Vigo,10
2021,37,Valencia,11
2021,37,Rayo Vallecano,12
2021,37,Espanyol,13
2021,37,Elche,14
2021,37,Getafe,15
2021,37,Granada CF,16
2021,37,Cadiz,17
2021,37,Mallorca,18
2021,37,Levante,19
2021,37,Alaves,20
2021,38,Real Madrid,1
2021,38,Barcelona,2
2021,38,Atletico Madrid,3
2021,38,Sevilla,4
2021,38,Real Betis,5
2021,38,Real Sociedad,6
2021,38,Villarreal,7
2021,38,Athletic Club,8
2021,38,Valencia,9
2021,38,Osasuna,10
2021,38,Celta Vigo,11
2021,38,Elche,12
2021,38,Espanyol,13
2021,38,Rayo Vallecano,14
2021,38,Cadiz,15
2021,38,Getafe,16
2021,38,Mallorca,17
2021,38,Granada CF,18
2021,38,Levante,19
2021,38,Alaves,20
